Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
1022,1/6/2023,David,East,"8,913.13",9,Electronics,"2,263.65","2,558.95",New,0.03,Cash,Online,East-David
1089,7/11/2023,Bob,West,"2,945.36",47,Furniture,"4,157.62","4,314.56",New,0.17,Bank Transfer,Retail,West-Bob
1049,17/05/2023,Alice,West,"3,741.08",1,Furniture,"3,290.89","3,317.75",Returning,0.17,Bank Transfer,Online,West-Alice
1091,4/9/2023,Charlie,South,675.11,44,Food,"2,085.46","2,406.58",Returning,0.06,Bank Transfer,Retail,South-Charlie
1059,31/08/2023,Alice,North,"1,203.97",35,Food,"3,333.64","3,764.52",Returning,0.02,Credit Card,Online,North-Alice
1042,31/01/2023,Alice,North,"5,207.03",11,Food,635.20,814.14,Returning,0.02,Cash,Online,North-Alice
1092,9/2/2023,David,West,"2,749.17",34,Furniture,"2,037.41","2,238.65",New,0.3,Credit Card,Online,West-David
1060,17/08/2023,Bob,East,"8,371.25",16,Clothing,"3,975.99","4,422.59",New,0.24,Cash,Online,East-Bob
1080,5/2/2023,Charlie,South,245.46,9,Electronics,"1,141.52","1,550.19",New,0.28,Credit Card,Retail,South-Charlie
1015,11/8/2023,Eve,East,"3,853.03",32,Furniture,970.51,"1,330.84",Returning,0.06,Cash,Retail,East-Eve
1062,6/1/2023,Eve,East,"3,439.72",15,Clothing,"4,756.55","4,888.46",New,0.29,Credit Card,Online,East-Eve
1062,18/11/2023,Alice,East,291.34,12,Furniture,"1,088.99","1,545.00",Returning,0.04,Bank Transfer,Retail,East-Alice
1047,8/8/2023,David,North,"1,331.25",33,Electronics,"1,341.55","1,427.21",Returning,0.15,Credit Card,Online,North-David
1062,16/03/2023,David,West,"4,195.06",45,Furniture,"4,849.60","5,166.72",Returning,0.25,Credit Card,Online,West-David
1051,4/1/2023,Eve,North,"4,979.36",14,Electronics,"3,686.81","3,710.92",New,0.1,Bank Transfer,Retail,North-Eve
1055,1/12/2023,Charlie,West,"4,102.47",8,Furniture,"3,513.00","3,838.42",Returning,0.13,Bank Transfer,Online,West-Charlie
1064,14/05/2023,Bob,South,"5,356.28",8,Electronics,"4,271.99","4,417.79",Returning,0.04,Cash,Online,South-Bob
1003,28/04/2023,Charlie,South,"5,991.80",27,Furniture,623.32,853.66,Returning,0.04,Cash,Online,South-Charlie
1051,4/4/2023,Bob,East,198.25,12,Electronics,"3,544.48","3,723.66",Returning,0.19,Cash,Online,East-Bob
1007,3/3/2023,Eve,West,"4,694.54",1,Food,"2,543.26","2,637.91",Returning,0.2,Credit Card,Online,West-Eve
1021,13/07/2023,Bob,West,"9,638.64",43,Furniture,"4,154.30","4,469.07",Returning,0.23,Cash,Retail,West-Bob
1073,1/12/2023,David,West,"5,238.42",40,Furniture,"2,565.30","3,007.47",Returning,0.17,Credit Card,Retail,West-David
1039,22/07/2023,Alice,East,"6,807.67",42,Clothing,"3,120.19","3,600.14",Returning,0.19,Credit Card,Retail,East-Alice
1018,26/01/2023,Alice,East,"3,187.45",11,Clothing,"2,414.82","2,519.07",Returning,0,Cash,Online,East-Alice
1004,22/06/2023,Eve,South,"7,762.51",39,Electronics,"2,416.89","2,778.40",Returning,0.05,Cash,Online,South-Eve
1089,27/10/2023,David,North,"7,751.92",43,Furniture,"3,851.45","4,186.98",Returning,0.3,Credit Card,Online,North-David
1060,13/05/2023,Charlie,West,"5,260.83",31,Electronics,"3,161.40","3,339.66",Returning,0.02,Bank Transfer,Online,West-Charlie
1014,22/11/2023,David,West,"9,762.54",17,Food,"3,184.65","3,204.01",New,0.2,Bank Transfer,Online,West-David
1009,28/04/2023,Alice,North,"1,342.95",33,Clothing,"2,278.90","2,626.90",New,0.05,Credit Card,Online,North-Alice
1090,20/11/2023,Alice,West,267.78,32,Electronics,"2,678.99","3,152.28",Returning,0.22,Cash,Retail,West-Alice
1053,2/10/2023,David,East,"7,724.57",29,Electronics,"3,741.30","4,061.04",Returning,0.21,Credit Card,Online,East-David
1002,31/07/2023,David,East,"8,090.84",21,Clothing,"4,138.41","4,361.70",Returning,0.07,Credit Card,Retail,East-David
1084,13/08/2023,Alice,West,"1,290.05",21,Furniture,"3,497.98","3,765.31",New,0.08,Cash,Online,West-Alice
1092,20/01/2023,Charlie,East,"2,729.27",40,Electronics,"4,624.16","4,731.98",New,0.2,Bank Transfer,Retail,East-Charlie
1060,23/04/2023,Eve,East,273.77,23,Clothing,"4,110.60","4,488.37",New,0.12,Credit Card,Online,East-Eve
1071,20/05/2023,Eve,West,"3,003.76",6,Furniture,"2,831.23","3,206.98",Returning,0.06,Bank Transfer,Retail,West-Eve
1044,16/02/2023,David,South,"7,754.10",22,Food,"3,373.46","3,454.76",Returning,0.22,Bank Transfer,Retail,South-David
1008,1/1/2023,Eve,North,"5,227.81",38,Clothing,"4,635.23","5,075.44",Returning,0.05,Cash,Online,North-Eve
1047,31/03/2023,Alice,East,"3,546.15",37,Electronics,"3,114.88","3,256.78",Returning,0.26,Credit Card,Online,East-Alice
1035,22/05/2023,Alice,South,"3,780.22",45,Food,"4,132.79","4,624.10",New,0.15,Credit Card,Retail,South-Alice
1078,16/11/2023,David,East,113.40,8,Furniture,"3,459.61","3,657.23",Returning,0.03,Bank Transfer,Online,East-David
1081,7/2/2023,David,East,"3,068.03",41,Furniture,"2,782.08","2,879.24",New,0.21,Bank Transfer,Online,East-David
1036,20/10/2023,David,North,"6,499.94",49,Clothing,"1,247.10","1,429.44",New,0.16,Cash,Online,North-David
1050,19/05/2023,Charlie,East,"9,744.52",35,Clothing,"2,158.69","2,384.38",Returning,0.09,Bank Transfer,Retail,East-Charlie
1004,22/12/2023,Eve,North,"8,485.90",11,Clothing,"4,840.33","4,884.29",New,0.13,Cash,Online,North-Eve
1002,29/11/2023,David,North,333.59,24,Furniture,"3,305.94","3,599.27",New,0.09,Credit Card,Retail,North-David
1006,16/09/2023,Bob,North,"8,995.75",49,Food,"2,843.76","3,146.60",New,0.08,Cash,Retail,North-Bob
1054,10/6/2023,Bob,South,"7,853.66",21,Furniture,"4,668.14","5,040.22",New,0.05,Bank Transfer,Online,South-Bob
1004,27/06/2023,Alice,West,"7,825.72",2,Electronics,"2,953.23","2,977.52",Returning,0.11,Credit Card,Retail,West-Alice
1054,10/1/2023,Eve,South,"4,634.16",40,Furniture,"2,654.11","2,929.32",Returning,0.08,Cash,Online,South-Eve
1093,18/09/2023,David,West,"4,040.25",19,Electronics,"3,808.59","3,844.51",New,0.21,Credit Card,Online,West-David
1063,18/05/2023,Bob,West,"3,098.87",39,Food,"3,577.69","3,931.25",Returning,0.21,Cash,Retail,West-Bob
1018,21/06/2023,Eve,North,750.38,28,Clothing,"1,006.14","1,043.45",New,0.15,Bank Transfer,Retail,North-Eve
1090,13/01/2023,Alice,East,"2,359.53",17,Clothing,"2,382.98","2,839.73",Returning,0.23,Bank Transfer,Retail,East-Alice
1044,17/06/2023,Charlie,North,"2,541.38",6,Furniture,"2,388.95","2,742.97",Returning,0.25,Credit Card,Retail,North-Charlie
1034,10/5/2023,Eve,East,"4,892.36",19,Clothing,"1,922.21","2,180.83",Returning,0.17,Credit Card,Retail,East-Eve
1074,25/03/2023,Eve,West,"7,499.70",38,Food,"2,610.60","2,836.94",Returning,0.19,Credit Card,Online,West-Eve
1062,17/11/2023,Charlie,North,"4,790.72",28,Clothing,"2,094.88","2,168.91",Returning,0.08,Cash,Retail,North-Charlie
1100,15/11/2023,Eve,East,672.66,2,Furniture,"1,036.76","1,189.35",New,0.27,Bank Transfer,Online,East-Eve
1014,11/4/2023,Alice,South,"9,582.12",38,Food,"2,091.21","2,527.00",Returning,0.01,Credit Card,Online,South-Alice
1095,25/11/2023,Alice,East,"9,432.97",37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice
1048,30/09/2023,Charlie,North,"7,873.38",4,Furniture,"2,900.14","2,910.51",New,0.22,Credit Card,Retail,North-Charlie
1015,22/09/2023,David,South,"9,914.15",22,Electronics,"4,275.59","4,576.72",Returning,0.02,Cash,Retail,South-David
1072,7/2/2023,Bob,East,"5,490.38",26,Food,"3,640.17","4,002.63",New,0.05,Credit Card,Retail,East-Bob
1078,4/4/2023,David,East,"9,631.41",49,Furniture,"1,833.95","2,147.14",Returning,0.18,Credit Card,Retail,East-David
1087,5/4/2023,Eve,East,848.49,43,Furniture,481.00,531.02,New,0.17,Cash,Online,East-Eve
1062,1/11/2023,Bob,East,"3,720.24",36,Food,"1,050.64","1,167.33",New,0.22,Cash,Online,East-Bob
1040,10/3/2023,Charlie,East,"2,331.27",13,Clothing,"2,750.18","2,882.85",Returning,0.24,Credit Card,Online,East-Charlie
1085,14/11/2023,Charlie,South,"2,038.75",32,Furniture,"1,074.93","1,492.48",Returning,0.04,Credit Card,Retail,South-Charlie
1080,24/08/2023,Bob,West,"1,493.95",17,Furniture,"2,742.67","2,979.64",Returning,0.01,Cash,Retail,West-Bob
1082,30/11/2023,Alice,South,"6,261.90",41,Electronics,"1,196.42","1,444.97",Returning,0.21,Bank Transfer,Online,South-Alice
1053,17/05/2023,Bob,South,"7,835.09",36,Clothing,"4,252.17","4,720.27",New,0.09,Cash,Retail,South-Bob
1024,17/03/2023,Eve,South,"5,825.15",46,Electronics,"2,016.49","2,338.66",Returning,0.19,Bank Transfer,Retail,South-Eve
1026,4/2/2023,Alice,West,"1,554.93",19,Electronics,"1,265.48","1,715.83",New,0.05,Credit Card,Retail,West-Alice
1089,1/1/2023,Charlie,North,"8,130.13",35,Clothing,"4,071.01","4,304.70",New,0.14,Credit Card,Online,North-Charlie
1060,23/10/2023,Bob,West,"6,395.95",46,Clothing,"1,747.05","1,830.27",New,0.15,Bank Transfer,Retail,West-Bob
1041,16/11/2023,David,South,"3,942.84",40,Food,601.86,"1,067.53",New,0.18,Cash,Online,South-David
1029,1/3/2023,David,East,"6,773.89",28,Clothing,"2,873.53","3,108.30",New,0.15,Credit Card,Retail,East-David
1015,16/11/2023,Eve,East,"2,673.06",1,Furniture,"2,928.74","3,027.74",New,0.15,Bank Transfer,Retail,East-Eve
1045,15/12/2023,David,South,"3,517.40",42,Clothing,"3,587.74","3,745.91",Returning,0.1,Cash,Online,South-David
1065,24/11/2023,Bob,East,"9,183.11",18,Food,"1,239.09","1,273.98",New,0.02,Bank Transfer,Retail,East-Bob
1089,24/09/2023,Bob,South,"2,975.99",48,Food,"2,246.67","2,486.14",New,0.03,Cash,Retail,South-Bob
1071,27/12/2023,David,East,"4,752.88",40,Food,"1,447.72","1,875.75",New,0.13,Cash,Retail,East-David
1009,17/08/2023,Bob,West,"8,912.40",33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob
1088,27/09/2023,Eve,North,"7,106.44",12,Clothing,"4,389.24","4,856.22",Returning,0.15,Cash,Retail,North-Eve
1001,12/11/2023,Alice,North,715.81,8,Electronics,"3,657.91","3,729.27",New,0.09,Bank Transfer,Retail,North-Alice
1008,13/10/2023,Eve,West,"1,558.30",24,Electronics,"1,542.24","1,739.45",Returning,0.21,Bank Transfer,Retail,West-Eve
1088,18/10/2023,Eve,West,177.63,16,Furniture,"3,016.90","3,040.73",New,0.26,Bank Transfer,Retail,West-Eve
1063,1/8/2023,Bob,South,"6,346.13",4,Electronics,"1,046.26","1,475.29",Returning,0.09,Bank Transfer,Retail,South-Bob
1011,14/06/2023,Alice,South,"4,531.97",38,Furniture,"4,456.67","4,642.46",New,0.06,Bank Transfer,Online,South-Alice
1081,5/1/2023,Bob,South,"1,429.32",44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob
1008,5/12/2023,Charlie,East,"9,583.55",27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie
1035,19/03/2023,Bob,South,"5,343.63",9,Clothing,"2,534.94","2,755.56",Returning,0.13,Credit Card,Retail,South-Bob
1035,3/3/2023,Bob,West,"2,494.74",47,Electronics,"2,936.48","3,096.64",New,0.06,Bank Transfer,Online,West-Bob
1033,12/5/2023,Bob,North,"5,055.98",16,Furniture,"2,915.88","3,397.36",New,0.2,Bank Transfer,Retail,North-Bob
1005,30/03/2023,Alice,East,"6,828.24",12,Electronics,319.83,802.43,New,0.04,Credit Card,Retail,East-Alice
1041,25/08/2023,Bob,South,854.77,31,Food,"1,604.52","1,756.34",Returning,0.17,Cash,Retail,South-Bob
1028,11/2/2023,Alice,East,"2,819.57",24,Clothing,"2,521.03","2,766.05",Returning,0.16,Bank Transfer,Retail,East-Alice
1007,30/03/2023,David,East,"8,088.96",14,Furniture,"1,122.07","1,608.76",New,0.22,Cash,Retail,East-David
1073,23/10/2023,Charlie,South,"4,650.68",45,Clothing,"4,369.50","4,381.89",Returning,0.02,Credit Card,Retail,South-Charlie
1072,24/11/2023,Alice,East,"5,511.11",25,Clothing,481.19,693.40,New,0.27,Credit Card,Retail,East-Alice
1012,22/10/2023,David,North,"4,384.88",34,Furniture,"2,462.55","2,521.77",New,0.21,Bank Transfer,Retail,North-David
1034,14/04/2023,Alice,West,534.61,3,Clothing,"3,472.51","3,732.00",New,0.06,Cash,Online,West-Alice
1033,14/01/2023,Alice,West,"1,740.92",24,Clothing,"1,345.67","1,367.76",New,0.06,Bank Transfer,Online,West-Alice
1048,15/10/2023,Charlie,North,"4,510.86",42,Electronics,"3,139.99","3,349.37",Returning,0.13,Credit Card,Retail,North-Charlie
1023,28/06/2023,Eve,East,"2,170.94",9,Clothing,"4,155.46","4,273.60",Returning,0.25,Cash,Retail,East-Eve
1062,5/5/2023,Eve,South,594.79,26,Clothing,992.17,"1,263.49",Returning,0.25,Bank Transfer,Retail,South-Eve
1088,19/12/2023,Alice,East,"8,452.13",20,Clothing,"4,590.24","5,088.28",New,0.16,Bank Transfer,Retail,East-Alice
1037,23/01/2023,Bob,North,"9,813.81",40,Clothing,"2,790.11","3,192.37",Returning,0.26,Bank Transfer,Online,North-Bob
1099,4/3/2023,David,East,"7,952.11",10,Furniture,"1,531.20","1,955.56",New,0,Credit Card,Online,East-David
1044,23/05/2023,Bob,West,"8,552.47",19,Food,"2,182.75","2,504.03",New,0.01,Bank Transfer,Online,West-Bob
1086,2/6/2023,Bob,East,"2,495.57",3,Electronics,"1,595.35","1,625.71",New,0.27,Cash,Online,East-Bob
1091,25/05/2023,Alice,North,"9,610.21",24,Clothing,"3,639.30","3,750.63",New,0.23,Bank Transfer,Retail,North-Alice
1035,13/08/2023,Alice,West,"2,049.56",5,Clothing,"3,991.69","4,454.97",New,0.14,Credit Card,Retail,West-Alice
1065,5/11/2023,Alice,East,"9,519.16",3,Furniture,"4,173.04","4,362.44",New,0.23,Bank Transfer,Retail,East-Alice
1099,14/04/2023,Alice,East,"9,948.71",27,Food,"4,929.55","4,990.33",Returning,0.29,Credit Card,Online,East-Alice
1047,14/04/2023,Eve,West,"7,146.06",16,Clothing,"3,966.86","4,321.04",Returning,0.23,Credit Card,Retail,West-Eve
1078,8/2/2023,Alice,South,"9,813.32",49,Furniture,"3,026.85","3,183.58",Returning,0.25,Cash,Retail,South-Alice
1003,17/07/2023,Eve,West,"5,738.44",15,Electronics,"1,729.14","1,870.88",Returning,0.23,Cash,Online,West-Eve
1001,14/05/2023,Eve,South,"2,669.46",35,Electronics,"2,745.75","3,244.76",New,0.05,Bank Transfer,Online,South-Eve
1005,8/3/2023,Alice,North,"4,426.26",12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice
1090,28/06/2023,Charlie,North,"5,976.25",41,Clothing,"3,736.88","3,946.77",Returning,0.06,Credit Card,Online,North-Charlie
1014,11/2/2023,David,West,823.51,44,Food,"2,257.48","2,747.81",Returning,0.27,Cash,Online,West-David
1027,15/01/2023,Bob,West,"6,261.20",26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob
1009,21/04/2023,Eve,North,"9,813.66",47,Clothing,359.41,733.00,Returning,0.2,Bank Transfer,Retail,North-Eve
1079,6/6/2023,David,South,"1,982.07",34,Furniture,"1,967.96","1,993.40",Returning,0.15,Credit Card,Online,South-David
1015,16/10/2023,Charlie,North,"7,946.69",23,Food,"2,937.94","3,007.53",Returning,0.03,Cash,Retail,North-Charlie
1090,19/08/2023,Bob,West,"9,088.20",31,Clothing,"2,347.81","2,668.02",Returning,0.09,Bank Transfer,Retail,West-Bob
1042,6/6/2023,Bob,North,"9,442.65",20,Food,"3,115.06","3,565.58",Returning,0.3,Credit Card,Retail,North-Bob
1077,7/2/2023,Eve,West,"9,605.34",12,Clothing,"2,427.46","2,743.09",New,0.29,Credit Card,Retail,West-Eve
1051,7/4/2023,Alice,West,"5,262.45",23,Electronics,"3,325.43","3,401.10",New,0.1,Cash,Online,West-Alice
1063,16/10/2023,Charlie,North,"9,775.35",4,Clothing,"1,134.67","1,201.39",New,0.3,Bank Transfer,Retail,North-Charlie
1096,11/9/2023,Eve,South,"7,597.37",23,Electronics,608.57,"1,032.22",New,0.25,Cash,Retail,South-Eve
1052,15/07/2023,Charlie,East,"1,700.55",48,Food,"3,002.35","3,080.61",Returning,0.18,Bank Transfer,Retail,East-Charlie
1096,27/03/2023,Alice,North,"4,821.31",48,Clothing,"2,449.21","2,714.12",New,0.01,Credit Card,Online,North-Alice
1004,18/11/2023,Alice,East,"7,211.48",1,Food,182.99,211.18,Returning,0.27,Bank Transfer,Retail,East-Alice
1094,10/1/2023,Eve,North,"2,548.67",25,Electronics,"1,933.39","1,982.92",New,0.17,Bank Transfer,Online,North-Eve
1023,5/1/2023,Alice,East,"6,442.09",2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice
1015,3/5/2023,David,South,"6,699.34",30,Food,"2,680.22","3,027.92",Returning,0.25,Bank Transfer,Online,South-David
1043,26/11/2023,Bob,South,"1,710.73",3,Electronics,"2,009.10","2,186.42",New,0.25,Bank Transfer,Online,South-Bob
1029,19/12/2023,Eve,North,"5,694.34",21,Food,"3,085.10","3,200.75",New,0.21,Cash,Retail,North-Eve
1036,28/04/2023,Charlie,West,"7,739.11",25,Furniture,"4,037.73","4,446.45",Returning,0.09,Bank Transfer,Online,West-Charlie
1013,21/10/2023,David,East,"5,039.07",20,Electronics,"1,533.36","1,649.74",Returning,0.1,Bank Transfer,Online,East-David
1032,8/6/2023,Eve,West,219.82,49,Electronics,"4,812.41","5,088.00",Returning,0.09,Credit Card,Online,West-Eve
1071,30/10/2023,Alice,West,189.48,22,Electronics,"2,701.39","3,185.81",New,0.01,Bank Transfer,Online,West-Alice
1059,16/08/2023,Alice,West,"3,634.59",21,Clothing,"3,110.54","3,192.99",New,0.17,Credit Card,Online,West-Alice
1086,31/12/2023,Alice,South,"9,269.32",33,Clothing,"3,419.33","3,890.36",Returning,0.21,Cash,Retail,South-Alice
1028,4/8/2023,Alice,North,"2,363.90",38,Clothing,"3,350.32","3,449.94",New,0.26,Cash,Online,North-Alice
1066,3/7/2023,Charlie,North,"6,380.20",15,Furniture,"2,579.31","2,867.36",Returning,0.04,Bank Transfer,Retail,North-Charlie
1042,15/01/2023,David,South,"2,298.55",46,Furniture,"2,172.38","2,367.11",New,0.16,Cash,Retail,South-David
1045,6/6/2023,Bob,South,"3,284.53",15,Electronics,316.22,799.04,New,0,Bank Transfer,Online,South-Bob
1062,16/05/2023,Charlie,North,"8,495.62",46,Furniture,159.32,303.36,New,0.03,Cash,Retail,North-Charlie
1057,18/09/2023,Charlie,West,"7,315.73",25,Food,"1,821.91","2,027.74",New,0.02,Bank Transfer,Retail,West-Charlie
1006,6/6/2023,Bob,East,"1,044.45",21,Electronics,"1,701.62","2,193.22",New,0.22,Bank Transfer,Retail,East-Bob
1028,16/02/2023,Bob,East,"4,344.15",24,Electronics,"1,969.09","2,241.96",Returning,0.02,Credit Card,Online,East-Bob
1028,20/11/2023,Alice,East,388.78,5,Food,734.92,991.21,Returning,0.21,Credit Card,Online,East-Alice
1044,28/11/2023,Charlie,West,"4,860.81",6,Electronics,"3,703.93","3,840.24",New,0.07,Credit Card,Online,West-Charlie
1084,22/06/2023,Eve,North,"6,658.10",49,Furniture,"4,291.97","4,645.64",Returning,0.26,Credit Card,Online,North-Eve
1030,10/5/2023,Bob,South,"1,273.18",43,Clothing,"4,696.64","4,713.68",Returning,0.24,Bank Transfer,Online,South-Bob
1062,5/4/2023,Bob,North,"2,959.96",48,Food,"2,487.19","2,521.45",New,0.29,Cash,Online,North-Bob
1075,25/04/2023,David,West,"4,038.58",44,Furniture,"3,519.29","3,822.98",Returning,0.27,Bank Transfer,Online,West-David
1092,31/08/2023,Eve,South,"9,203.36",47,Food,"4,284.98","4,462.40",New,0.28,Credit Card,Retail,South-Eve
1089,19/10/2023,Eve,West,"9,933.22",23,Food,"2,120.54","2,597.67",Returning,0.26,Credit Card,Retail,West-Eve
1062,9/10/2023,Bob,East,544.62,4,Electronics,"1,581.59","2,034.15",Returning,0.21,Cash,Online,East-Bob
1097,26/10/2023,Alice,East,"7,633.98",27,Electronics,"4,686.79","5,046.51",Returning,0.05,Credit Card,Retail,East-Alice
1001,10/10/2023,David,West,"3,780.07",18,Furniture,"2,602.60","3,013.49",Returning,0.08,Bank Transfer,Online,West-David
1027,10/3/2023,Eve,South,"3,985.34",21,Food,"2,511.41","2,848.40",Returning,0.06,Bank Transfer,Online,South-Eve
1062,28/05/2023,Bob,South,"7,567.22",28,Electronics,933.16,"1,004.70",Returning,0.18,Bank Transfer,Online,South-Bob
1077,11/1/2023,Eve,North,"9,192.42",35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve
1003,11/9/2023,David,East,"9,514.19",22,Food,"4,218.43","4,331.42",New,0.26,Bank Transfer,Online,East-David
1070,26/11/2023,David,North,"5,813.51",40,Furniture,"3,089.96","3,258.45",New,0.29,Cash,Online,North-David
1072,26/12/2023,Charlie,North,"3,635.50",23,Furniture,"1,662.83","2,074.25",New,0.12,Bank Transfer,Online,North-Charlie
1027,7/2/2023,Bob,West,"7,896.74",3,Food,999.09,"1,271.99",New,0.15,Credit Card,Online,West-Bob
1009,14/05/2023,David,West,"2,584.91",40,Furniture,"2,799.71","3,231.08",Returning,0.29,Credit Card,Retail,West-David
1062,19/07/2023,Charlie,North,"5,684.33",10,Electronics,"2,940.40","3,054.79",Returning,0.08,Credit Card,Online,North-Charlie
1037,23/01/2023,Charlie,East,"3,649.93",25,Food,"1,074.62","1,382.43",Returning,0.24,Credit Card,Retail,East-Charlie
1097,30/10/2023,Eve,West,"6,600.65",49,Electronics,"4,264.46","4,315.52",New,0.07,Cash,Retail,West-Eve
1051,12/12/2023,Eve,North,"2,479.95",8,Clothing,467.11,792.21,New,0.2,Credit Card,Online,North-Eve
1044,29/10/2023,Charlie,North,"1,996.77",11,Clothing,"1,812.66","2,196.30",New,0.08,Cash,Online,North-Charlie
1024,29/12/2023,Eve,North,"9,190.57",5,Furniture,"3,417.90","3,714.52",Returning,0.27,Credit Card,Retail,North-Eve
1079,6/8/2023,David,North,"1,107.86",45,Clothing,"1,406.90","1,547.35",New,0.17,Cash,Retail,North-David
1059,21/05/2023,Alice,North,"5,108.98",37,Electronics,"4,146.99","4,172.35",Returning,0.06,Cash,Retail,North-Alice
1032,14/04/2023,David,North,"2,286.44",45,Clothing,"3,712.35","3,780.88",New,0.07,Cash,Retail,North-David
1096,29/07/2023,Charlie,West,485.41,38,Electronics,"3,955.66","4,270.59",Returning,0.15,Credit Card,Online,West-Charlie
1088,21/04/2023,Charlie,East,456.59,29,Furniture,639.58,"1,107.45",New,0.29,Cash,Retail,East-Charlie
1052,14/04/2023,David,North,"1,834.70",5,Furniture,745.71,856.91,Returning,0.23,Bank Transfer,Retail,North-David
1062,12/11/2023,Eve,South,"8,681.03",9,Electronics,"1,468.05","1,838.21",New,0.15,Bank Transfer,Retail,South-Eve
1058,20/06/2023,Eve,West,"2,896.54",48,Clothing,"2,614.48","3,049.04",New,0.1,Credit Card,Retail,West-Eve
1052,22/12/2023,Charlie,West,"9,509.55",2,Furniture,"3,752.68","4,017.91",Returning,0.16,Bank Transfer,Online,West-Charlie
